time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2017-01-01,FI,58,60,62,41
2017-02-01,FI,59,63,60,37
2017-03-01,FI,60,65,59,39
2017-04-01,FI,69,66,74,41
2017-05-01,FI,57,65,61,41
2017-06-01,FI,61,67,69,46
2017-07-01,FI,65,74,64,52
2017-08-01,FI,64,71,62,47
2017-09-01,FI,65,71,63,47
2017-10-01,FI,66,71,61,47
2017-11-01,FI,65,73,57,50
2017-12-01,FI,79,68,79,46
2018-01-01,FI,62,64,61,44
2018-02-01,FI,59,63,59,39
2018-03-01,FI,68,70,66,45
2018-04-01,FI,61,69,61,44
2018-05-01,FI,57,68,60,42
2018-06-01,FI,60,68,69,46
2018-07-01,FI,61,74,68,52
2018-08-01,FI,64,73,62,49
2018-09-01,FI,66,75,61,50
2018-10-01,FI,63,70,63,47
2018-11-01,FI,65,73,66,45
2018-12-01,FI,78,72,88,50
2019-01-01,FI,64,73,67,50
2019-02-01,FI,67,71,60,47
2019-03-01,FI,66,76,58,47
2019-04-01,FI,65,74,72,49
2019-05-01,FI,62,73,64,51
2019-06-01,FI,63,75,78,54
2019-07-01,FI,66,83,66,57
2019-08-01,FI,69,83,69,56
2019-09-01,FI,72,80,66,52
2019-10-01,FI,67,78,59,52
2019-11-01,FI,70,79,73,49
2019-12-01,FI,79,74,99,50
2020-01-01,FI,70,82,66,50
2020-02-01,FI,68,77,63,49
2020-03-01,FI,64,59,72,46
2020-04-01,FI,82,53,91,46
2020-05-01,FI,68,54,85,48
2020-06-01,FI,67,65,87,51
2020-07-01,FI,70,85,82,60
2020-08-01,FI,69,75,64,55
2020-09-01,FI,64,71,62,48
2020-10-01,FI,67,67,62,47
2020-11-01,FI,65,64,65,43
2020-12-01,FI,80,58,97,43
2021-01-01,FI,65,58,62,41
2021-02-01,FI,65,58,65,42
2021-03-01,FI,64,54,67,40
2021-04-01,FI,66,55,75,40
2021-05-01,FI,63,63,64,43
2021-06-01,FI,59,65,73,46
2021-07-01,FI,64,83,68,56
2021-08-01,FI,61,67,63,48
2021-09-01,FI,57,60,59,37
2021-10-01,FI,53,60,53,39
2021-11-01,FI,51,58,60,34
2021-12-01,FI,63,52,71,34
2022-01-01,FI,63,56,64,43
2022-02-01,FI,58,59,57,38
2022-03-01,FI,56,59,62,40
2022-04-01,FI,65,63,72,42
2022-05-01,FI,56,65,66,42
2022-06-01,FI,60,65,76,45
2022-07-01,FI,61,74,68,49
2022-08-01,FI,61,70,71,43
2022-09-01,FI,56,66,62,40
