time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2021-08-01,DK,67,88,49,82
2021-09-01,DK,64,86,46,75
2021-10-01,DK,69,90,48,81
2021-11-01,DK,70,79,54,73
2021-12-01,DK,89,74,77,79
2022-01-01,DK,73,77,52,88
2022-02-01,DK,67,80,43,77
2022-03-01,DK,61,70,40,66
2022-04-01,DK,66,79,56,79
2022-05-01,DK,63,76,48,72
2022-06-01,DK,62,73,50,75
2022-07-01,DK,62,80,47,79
2022-08-01,DK,64,72,46,71
2022-09-01,DK,62,67,43,69
