time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2019-11-01,GR,65,76,40,71
2019-12-01,GR,81,83,40,89
2020-01-01,GR,68,78,39,78
2020-02-01,GR,69,79,40,77
2020-03-01,GR,78,55,72,66
2020-04-01,GR,100,51,68,83
2020-05-01,GR,68,55,49,83
2020-06-01,GR,62,67,40,66
2020-07-01,GR,64,76,40,69
2020-08-01,GR,65,84,39,72
2020-09-01,GR,65,68,45,72
2020-10-01,GR,68,70,42,77
2020-11-01,GR,71,51,39,78
2020-12-01,GR,95,57,52,100
2021-01-01,GR,71,52,37,84
2021-02-01,GR,70,52,43,75
2021-03-01,GR,81,57,46,84
2021-04-01,GR,76,60,48,79
2021-05-01,GR,64,76,43,69
2021-06-01,GR,64,83,42,70
2021-07-01,GR,69,90,45,72
2021-08-01,GR,73,100,42,73
2021-09-01,GR,65,80,41,63
2021-10-01,GR,67,77,42,65
2021-11-01,GR,58,65,37,64
2021-12-01,GR,64,67,36,74
2022-01-01,GR,68,69,38,76
2022-02-01,GR,66,78,41,76
2022-03-01,GR,72,77,39,79
2022-04-01,GR,69,80,35,79
2022-05-01,GR,64,83,36,80
2022-06-01,GR,68,85,38,73
2022-07-01,GR,72,97,39,81
2022-08-01,GR,74,100,42,81
2022-09-01,GR,68,86,41,73
