month_end,country_code,yhat,bic,aicc,rmse,mae,acf
2022-10-01,HR,2565736.068735142,2945.345499533917,2925.291357794045,159.8907742284154,96.03729940678947,-0.001350863114484773
2022-11-01,HR,862499.7942335302,2945.345499533917,2925.291357794045,159.8907742284154,96.03729940678947,-0.001350863114484773
2022-08-01,HU,4358463.4285768615,2902.836867990239,2885.538888962701,77.91789419860517,44.93134013084304,-0.00505924185063637
2022-09-01,HU,2081771.7797105776,2902.836867990239,2885.538888962701,77.91789419860517,44.93134013084304,-0.00505924185063637
2022-10-01,HU,1879811.8284598668,2902.836867990239,2885.538888962701,77.91789419860517,44.93134013084304,-0.00505924185063637
2022-11-01,HU,1332222.885760183,2902.836867990239,2885.538888962701,77.91789419860517,44.93134013084304,-0.00505924185063637
2022-08-01,IT,77268270.72846688,5245.013768752361,5206.236232788494,217.7541931666937,124.40420689094971,-0.012712217071122417
2022-09-01,IT,39729320.55953812,5245.013768752361,5206.236232788494,217.7541931666937,124.40420689094971,-0.012712217071122417
2022-10-01,IT,22714047.34216679,5245.013768752361,5206.236232788494,217.7541931666937,124.40420689094971,-0.012712217071122417
2022-11-01,IT,13092958.241865007,5245.013768752361,5206.236232788494,217.7541931666937,124.40420689094971,-0.012712217071122417
2022-08-01,LT,1113758.7581788225,2133.4947794554087,2110.5834966590073,33.05968569137232,20.67832075335634,0.024699927774944192
2022-09-01,LT,663922.6751890708,2133.4947794554087,2110.5834966590073,33.05968569137232,20.67832075335634,0.024699927774944192
2022-10-01,LT,555970.618264369,2133.4947794554087,2110.5834966590073,33.05968569137232,20.67832075335634,0.024699927774944192
2022-11-01,LT,446225.68215578125,2133.4947794554087,2110.5834966590073,33.05968569137232,20.67832075335634,0.024699927774944192
2022-08-01,LU,468959.4856109004,3657.9499446405994,3634.5505338617177,28.084932017133333,16.91922952141501,0.02083440446021283
2022-09-01,LU,264092.3305551906,3657.9499446405994,3634.5505338617177,28.084932017133333,16.91922952141501,0.02083440446021283
2022-10-01,LU,234494.46559808488,3657.9499446405994,3634.5505338617177,28.084932017133333,16.91922952141501,0.02083440446021283
2022-11-01,LU,177852.86251007658,3657.9499446405994,3634.5505338617177,28.084932017133333,16.91922952141501,0.02083440446021283
2022-08-01,LV,568117.2097757354,2166.693313122854,2153.2481122755457,28.28802709309795,18.3070844361743,0.009923213003749348
2022-09-01,LV,319646.09327457374,2166.693313122854,2153.2481122755457,28.28802709309795,18.3070844361743,0.009923213003749348
2022-10-01,LV,271425.53942605935,2166.693313122854,2153.2481122755457,28.28802709309795,18.3070844361743,0.009923213003749348
2022-11-01,LV,205124.5372726311,2166.693313122854,2153.2481122755457,28.28802709309795,18.3070844361743,0.009923213003749348
2022-08-01,MT,971248.918298589,1551.1627235389672,1528.7946243816139,50.626373020942594,25.73470565360168,0.00479511031081744
2022-09-01,MT,805797.9729837922,1551.1627235389672,1528.7946243816139,50.626373020942594,25.73470565360168,0.00479511031081744
2022-10-01,MT,762742.7971815491,1551.1627235389672,1528.7946243816139,50.626373020942594,25.73470565360168,0.00479511031081744
2022-11-01,MT,518363.8883437273,1551.1627235389672,1528.7946243816139,50.626373020942594,25.73470565360168,0.00479511031081744
2022-08-01,NL,19999827.27986862,4976.988880573599,4945.877780122129,155.5933996226927,95.48993040106376,-0.0010422204129366729
2022-09-01,NL,11773059.339077411,4976.988880573599,4945.877780122129,155.5933996226927,95.48993040106376,-0.0010422204129366729
2022-10-01,NL,10397291.977496054,4976.988880573599,4945.877780122129,155.5933996226927,95.48993040106376,-0.0010422204129366729
2022-11-01,NL,6641585.411841766,4976.988880573599,4945.877780122129,155.5933996226927,95.48993040106376,-0.0010422204129366729
2022-08-01,PL,12610010.32565565,2775.8330907139148,2749.2486137384954,105.21637269656081,58.139285823353724,-0.010176201796786017
2022-09-01,PL,8015119.308261558,2775.8330907139148,2749.2486137384954,105.21637269656081,58.139285823353724,-0.010176201796786017
2022-10-01,PL,6884717.94841534,2775.8330907139148,2749.2486137384954,105.21637269656081,58.139285823353724,-0.010176201796786017
2022-11-01,PL,5896458.82269546,2775.8330907139148,2749.2486137384954,105.21637269656081,58.139285823353724,-0.010176201796786017
2022-08-01,PT,12959007.320651874,4640.49151557366,4594.093540129064,96.63824508154205,52.35834303689394,-0.003772721070354128
2022-09-01,PT,8986030.301660003,4640.49151557366,4594.093540129064,96.63824508154205,52.35834303689394,-0.003772721070354128
2022-10-01,PT,6792822.614621598,4640.49151557366,4594.093540129064,96.63824508154205,52.35834303689394,-0.003772721070354128
2022-11-01,PT,4007664.6877480573,4640.49151557366,4594.093540129064,96.63824508154205,52.35834303689394,-0.003772721070354128
2022-08-01,RO,4123199.9160162196,2686.4449509878064,2669.40903215071,66.23856419981458,42.470566868312645,0.007267661136732312
2022-09-01,RO,2306208.1373094083,2686.4449509878064,2669.40903215071,66.23856419981458,42.470566868312645,0.007267661136732312
2022-10-01,RO,1547119.6415623717,2686.4449509878064,2669.40903215071,66.23856419981458,42.470566868312645,0.007267661136732312
2022-11-01,RO,1228687.5342943538,2686.4449509878064,2669.40903215071,66.23856419981458,42.470566868312645,0.007267661136732312
2022-07-01,SE,13347028.124531753,4476.916670602306,4453.533720522928,84.57384812641692,45.38114742093299,0.00940899649509318
2022-08-01,SE,9341196.722344488,4476.916670602306,4453.533720522928,84.57384812641692,45.38114742093299,0.00940899649509318
2022-09-01,SE,4899148.7437749365,4476.916670602306,4453.533720522928,84.57384812641692,45.38114742093299,0.00940899649509318
2022-10-01,SE,4562974.629886332,4476.916670602306,4453.533720522928,84.57384812641692,45.38114742093299,0.00940899649509318
2022-08-01,SI,2798758.8301182077,2889.2788596239448,2871.7318734656446,58.38861870560569,35.18554378240024,-0.004214348195595797
2022-09-01,SI,1375940.354661648,2889.2788596239448,2871.7318734656446,58.38861870560569,35.18554378240024,-0.004214348195595797
2022-10-01,SI,884385.1309329147,2889.2788596239448,2871.7318734656446,58.38861870560569,35.18554378240024,-0.004214348195595797
2022-11-01,SI,473550.64476561133,2889.2788596239448,2871.7318734656446,58.38861870560569,35.18554378240024,-0.004214348195595797
2022-08-01,SK,1748894.193788314,2513.207466008321,2489.878193840658,59.02168298722553,33.43408520142863,-0.01606872694586722
2022-09-01,SK,1039646.0459613638,2513.207466008321,2489.878193840658,59.02168298722553,33.43408520142863,-0.01606872694586722
2022-10-01,SK,894974.0366880929,2513.207466008321,2489.878193840658,59.02168298722553,33.43408520142863,-0.01606872694586722
2022-11-01,SK,642702.6915779752,2513.207466008321,2489.878193840658,59.02168298722553,33.43408520142863,-0.01606872694586722
